task_number,task_score,restarted_mid_task
1,26.4951992303,0
2,14.1984286308,1
1,25.1332620286,0
2,11.1597104073,1
1,10.4924110765,0
2,8.0541660450,0
3,31.9273288250,1
1,5.6568052967,0
2,26.7195593901,0
3,8.2720313072,1
1,13.3355024529,0
2,7.0460449043,0
3,5.4170495347,0
4,10.1741494961,0
5,19.1584010932,0
6,21.2598245144,1
1,20.3718903065,1
1,12.4191771777,0
2,9.4361562819,0
3,23.1696553230,1
1,15.7167506218,1
1,9.7171878663,0
2,17.2715311255,0
3,23.7869882584,1
1,22.8741383727,0
2,0.5683728362,0
3,28.0011763573,1
1,3.4320240477,0
2,0.9156300404,0
3,30.5974989972,0
4,16.4024546552,0
5,16.9231604387,0
6,4.5831179857,0
1,7.9555322446,0
2,14.0057079792,1
1,15.6190323830,1
1,15.8534553051,1
1,15.2228658199,1
1,17.9929698819,0
2,15.0386925975,0
3,17.6778817177,1
1,9.1910028227,0
2,18.5850953633,0
3,13.5949659975,0
4,7.4002765405,0
5,0.9026149999,0
6,8.7354104971,0
1,15.3673603535,1
1,15.8133473396,1
1,15.9066760540,1
1,16.6018517017,1
1,13.1972671679,0
2,3.5534397795,0
3,6.1634473051,0
4,2.0068436101,0
5,12.1964978203,0
6,26.4357982425,0
1,15.0498132706,1
1,15.7516572475,1
1,15.7060704231,1
1,7.7903463283,0
2,15.4729869471,0
3,27.5119364262,1
1,8.0379052467,0
2,22.4538073540,1
1,15.5385382175,1
1,11.0553629228,0
2,26.9905214310,1
1,7.4984083271,0
2,1.5907898633,0
3,6.3167109775,0
4,17.6634632808,0
5,5.0307909338,0
6,24.4846607282,0
1,15.1121384066,0
1,15.6554996852,0
1,15.8484263420,1
1,15.5848939419,1
1,15.8258385658,1
1,18.5173366070,1
1,15.9252655506,1
1,13.7841121618,0
2,16.6028459072,1
1,15.7343752384,1
1,17.6340658665,1
1,15.4917032719,1
1,16.1947810650,1
1,15.9247813225,1
1,20.3064808846,1
1,20.5077073574,1
1,20.7452423573,1
1,20.4842298031,1
1,20.4160137177,1
1,11.8515601682,0
2,23.9379286766,1
1,10.5596450207,0
2,24.2089559366,0
3,11.3871659912,0
4,9.1315384265,0
5,14.1706619140,0
6,6.6776468754,1
1,20.5176379681,1
1,18.9751296043,1
1,18.8494412899,1
1,17.4547251594,0
2,17.0905391593,0
3,22.7227120399,1
1,15.2273297310,1
1,10.3942068806,0
2,25.4043688774,1
1,17.9591460228,1
1,15.6020143032,1
1,20.4071831703,1
1,15.7433531284,1
1,15.5266849995,1
1,15.4627768993,1
1,20.7419164181,1
1,15.9319005409,0
2,6.4004825675,0
3,14.3124819825,0
4,2.7003914960,0
5,14.1320732501,0
6,22.4365452840,0
1,20.6739528179,1
1,10.6275283132,0
2,6.3097244918,0
3,23.7122962475,1
1,20.8203177452,1
1,9.0652964216,0
2,28.0179226398,1
1,11.8435513264,0
2,0.0604113780,0
3,17.9816507421,0
4,13.9007410234,0
5,31.4295194149,1
1,18.0276925024,0
2,10.6160825967,0
3,21.9141254425,1
1,15.7286100980,0
2,12.5839792134,0
3,22.2526544314,0
1,17.0021516874,0
2,19.1146974564,1
1,20.4404810180,0
1,20.5515868664,1
1,7.1073905610,0
2,4.8606419281,0
3,5.1252220068,0
4,2.8014748139,0
5,9.6977616968,0
6,11.0129387159,0
1,7.8562421849,0
2,9.6919961284,0
3,32.2429254055,1
1,16.5757229194,0
2,22.2063092779,0
3,4.5669987202,1
1,12.4970531199,0
2,27.5393872261,1
1,20.3152248859,1
1,15.2168190479,1
1,15.4935171604,1
1,16.3426938057,1
1,15.4866371155,1
1,15.5072536469,1
1,15.6819176674,1
1,12.8708808734,0
2,16.6514952828,0
3,7.3890025205,0
4,32.7464525700,1
1,15.9553756714,1
1,15.7352271080,1
1,15.9573533535,1
1,15.7794771194,1
1,16.2027153969,1
1,15.6638357518,0
1,15.8002774715,1
1,10.7129584009,0
2,13.9692888978,0
3,10.2517325796,0
4,28.9630293846,1
1,15.8135275841,1
1,14.3185569411,0
2,8.8642886763,0
3,10.8125260850,0
4,8.8577973611,0
5,28.4541943073,1
1,15.7948193550,1
1,7.1465354408,0
2,8.8031201432,0
3,25.9369287748,0
4,14.5419342581,0
5,7.5182112931,0
6,12.5278258324,1
1,11.8786109077,0
2,18.1508865376,0
3,12.8883911897,0
4,17.0460443213,0
5,14.1825027466,1
1,15.1605291367,1
1,8.8820528420,0
2,28.5255081654,1
1,15.4349398613,1
1,18.6652347070,0
2,1.7125281583,0
3,40.1252882481,1
1,6.7497543590,0
2,0.3867686739,0
3,22.9095678764,0
4,26.7849519253,1
1,8.9561378887,0
2,22.0641109943,1
1,15.9435831723,0
2,14.6474057045,0
3,20.0093414783,1
1,9.6097318311,0
2,16.0427942276,1
1,13.9724390799,0
2,9.3414129593,0
3,11.8626388641,0
4,12.0273728170,0
5,4.4758791140,0
6,13.8503056542,0
1,10.5077044913,0
2,4.4471293006,0
3,35.6469397545,1
1,3.1119823690,0
2,3.7468552120,0
3,8.8872197545,0
4,3.8173125635,0
5,18.5381909064,0
6,31.1193217339,0
1,12.9786954345,0
2,3.4595190092,0
3,21.4925307492,0
4,22.0634927298,0
1,20.8307328756,0
2,5.1259353161,1
1,10.2265781465,0
2,3.1015449855,0
3,21.9372618860,0
4,25.8918457031,1
1,15.2648999691,1
1,15.4113199711,1
1,12.1785073154,0
2,6.0887250091,0
3,26.9146724123,0
1,15.7800629139,1
1,9.0736911161,0
2,9.3456782720,0
3,27.7315149307,1
1,18.6574544907,1
1,3.4989486879,0
2,27.0400364399,1
1,13.5238294222,0
2,4.2126968208,0
3,26.4436802410,0
4,16.4921486378,1
1,15.6085803509,1
1,3.5261803633,0
2,25.0698386688,0
3,4.5041077707,0
4,11.6649334421,0
5,27.1462837690,0
6,4.1414022446,1
1,15.8933765888,1
1,15.7042279243,1
1,15.0970895290,1
1,6.7506081340,0
2,22.1989840211,0
3,21.7755775452,1
1,15.8800935745,1
1,15.8733329773,1
1,15.8166296482,1
1,15.2602920982,0
1,15.9439537525,1
1,10.0771588490,0
2,20.4247970581,1
1,15.3343191890,0
2,14.8949825764,1
1,13.4431648844,0
2,6.4170657373,0
3,26.1924412251,1
1,6.7248627251,0
2,1.5717690627,0
3,37.2374703884,1
1,15.9250030518,1
1,15.6612410545,1
1,15.4626810551,1
1,15.8590564728,1
1,12.3257852688,0
2,14.7118672461,0
3,4.5062109204,0
4,16.4691432021,0
5,21.7602324486,1
1,13.5096303932,0
2,16.6228565270,0
1,15.3981106281,1
1,10.3868641885,0
2,10.1751307198,0
3,23.0326182841,0
4,11.9297177321,0
5,13.3239848614,1
1,15.7512145042,1
1,15.2994693121,0
1,16.3286046982,1
1,15.6822059155,1
1,4.4467469428,0
2,21.6673386169,0
3,6.3488653045,0
4,5.0162958892,0
5,25.8888687607,0
6,12.5445490833,0
1,16.1585104465,1
1,15.6889572144,1
1,15.8119847775,1
1,6.4896190358,0
2,5.5981004133,0
3,35.7774288654,1
1,14.0681088341,0
2,14.7556493282,1
1,15.7228524685,1
1,15.6000424441,0
1,8.4453726121,0
2,16.6031939293,0
3,7.5043549744,0
4,2.9273608445,0
5,12.1535527158,0
6,2.9166237067,0
1,10.3597306750,0
2,20.5142097473,1
1,15.7988297939,1
1,16.7706656456,1
1,15.4151659012,1
1,15.6544232368,1
1,15.5604400635,1
1,3.8144646573,0
2,7.0628227659,0
3,5.3808895043,0
4,24.1209846502,0
5,31.9526309967,1
1,15.8814153025,1
1,15.8995950222,1
1,5.9431594124,0
2,8.3428201418,0
3,26.6253190041,1
1,15.2499232292,1
1,14.6278390410,0
2,9.4564855372,0
3,13.4875820107,0
4,20.7566203297,0
5,17.1184437275,1
1,20.0031484378,0
1,11.9551016686,0
2,5.8116810468,0
3,34.4855811596,1
1,5.5084614776,0
2,16.8977927556,0
3,23.5904724598,1
1,14.5235884047,0
2,1.6078243899,0
3,30.9436440468,1
1,15.6388478279,1
1,20.4323837757,1
1,15.4755163193,1
1,15.1778926849,1
1,16.8575290926,0
1,19.0284397602,1
1,18.8097460270,1
1,18.6999306679,1
1,10.2023326679,0
2,21.4733805656,1
1,13.4796367478,0
2,20.8904263620,0
1,14.4601997191,0
2,16.6426384449,1
1,16.6095671654,1
1,14.3290722203,0
2,16.1012284756,1
1,19.3440368441,0
1,7.3162339221,0
2,2.9245876998,0
3,31.3190485196,0
4,14.7878057957,1
1,15.4165434837,1
1,15.1687417030,1
1,12.6711519312,0
2,6.0334966196,0
3,29.6773646248,0
4,13.7629423141,1
1,15.7139403820,1
1,15.5303699970,1
1,15.1140861511,1
1,9.2480399524,0
2,29.0145270824,1
1,14.1535686677,0
2,16.5847692490,1
1,15.8033773899,1
1,15.5361413956,1
1,13.6381788279,0
2,12.5257019268,0
3,24.6089179516,1
1,23.6146929268,0
2,5.6099724770,1
1,15.3767488003,1
1,15.6994335651,1
1,1.9107869629,0
2,6.0690889700,0
3,14.4414762710,0
4,28.6686465740,1
1,15.5486390591,1
1,16.2844727039,1
1,10.8215121393,0
2,19.0323584948,0
1,15.5512890816,1
1,7.5036526881,0
2,11.9208913371,0
3,26.0617682934,1
1,21.0302653313,1
1,0.0229842722,0
2,12.5211022988,0
3,15.4429569582,0
4,7.3579225977,0
5,4.1841682469,0
6,12.5537818684,0
1,15.6630492210,1
1,15.8623416424,1
1,15.4751350880,1
1,7.5595934210,0
2,4.3694074847,0
3,20.5689021356,0
4,0.7217552554,0
5,32.9760310288,0
6,9.6386747360,1
1,16.0048635006,1
1,6.1810620340,0
2,24.2279748917,1
1,2.6886071726,0
2,6.0413896860,0
3,22.2814264609,0
4,12.3457032548,0
5,18.6951401050,0
6,14.5475363731,1
1,13.1728106644,0
2,10.3902043145,0
3,18.9042445540,0
4,7.5758696750,0
5,21.0442068499,0
1,15.4212148190,1
1,15.7562935352,1
1,15.4301111698,1
1,11.1844623756,0
2,6.7428475693,0
3,11.0906781688,0
4,2.6320223775,0
5,20.1092235633,0
6,23.9934754361,0
1,15.7197082043,1
1,15.5653030872,1
1,9.9929283783,0
2,0.8428862906,0
3,27.2530137822,0
4,11.1715909935,0
5,11.0797255671,0
6,5.2362823249,0
1,15.1245217323,1
1,15.6191024780,1
1,15.1733086109,1
1,13.1215008587,0
2,2.1249660041,0
3,35.0492820740,1
1,15.7047314644,1
1,15.2429702282,1
1,15.9429695606,1
1,14.2644110219,0
2,16.3464710712,1
1,10.8437537777,0
2,20.0291426182,1
1,17.4980034828,1
1,15.8574099541,1
1,15.7836191654,1
1,14.1424410615,0
2,16.3735771179,1
1,15.6255733967,1
1,14.3582160231,0
2,16.1297521591,1
1,18.7925870419,1
1,15.7689793110,1
1,14.9068908691,1
1,15.7650296688,1
1,15.4902055346,1
1,16.3699343204,1
1,15.9700963497,1
1,12.6108238434,0
2,1.0176176507,0
3,23.2730799578,0
4,3.2119391307,0
5,33.5477929115,1
1,15.5845756531,1
1,15.2228651047,1
1,15.5193479061,1
1,13.3058972818,0
2,0.3630293146,0
3,16.7184470230,0
4,8.8402445557,0
5,36.4669497013,1
1,15.9905126095,1
1,16.2990195751,1
1,13.2918642136,0
2,17.1821551323,1
1,15.7094821930,1
1,15.4358196259,1
1,15.7752778530,1
1,15.6417338848,1
1,9.6520905934,0
2,20.7643811703,1
1,14.9086368084,1
1,1.5311878159,0
2,28.9559369087,1
1,15.4468338490,1
1,2.9139435508,0
2,8.9207155431,0
3,29.5364928105,0
4,8.0069376337,0
5,20.3992087841,1
1,14.8152351379,1
1,4.9559292365,0
2,5.9023871836,0
3,39.2175714970,1
1,15.6611731052,1
1,15.7900464535,1
1,16.0243628025,1
1,3.7166132061,0
2,27.2871108055,1
1,15.9920833111,1
1,15.4765884876,1
1,15.6248223782,1
1,12.6162596954,0
2,0.5677630893,0
3,4.6302018384,0
4,34.3189295824,0
5,15.0474493504,1
1,15.8534488678,1
1,15.6338961124,1
1,14.9733924866,1
1,15.5331459045,1
1,15.5914399624,1
1,15.7532186508,1
1,15.4628047943,1
1,2.2591768945,0
2,1.6969654215,0
3,28.2910273389,0
4,23.3589227200,1
1,15.4686770439,1
1,15.6919577122,1
1,15.7780115604,1
1,15.9989397526,1
1,15.6561527252,1
1,15.7808089256,1
1,11.8016840740,0
2,4.0438231098,0
3,6.9656177293,0
4,4.2582824470,0
5,20.8812800461,0
6,4.9810814905,0
1,8.8431877004,0
2,16.7709259987,1
1,15.4873509407,1
1,15.5445621014,1
1,14.2063777831,0
2,13.8748080457,0
3,28.3992733955,1
1,15.7442615032,1
1,4.4346695606,0
2,15.1604575894,0
3,24.2364453714,0
4,12.2232838572,0
5,19.5412244797,1
1,15.4564797878,1
1,15.6048059464,1
1,13.8872161094,0
2,16.9000611305,1
1,15.3744270802,1
1,6.8661645463,0
2,20.3053383772,0
3,8.9819125365,0
4,24.4340107441,1
1,15.6697740555,1
1,15.7677218914,1
1,16.1670377254,1
1,15.3121984005,1
1,15.7046313286,1
1,13.0838291323,0
2,17.6798272133,1
1,11.3787442655,0
2,9.0398240895,0
3,30.2793123722,1
1,14.7827548054,0
1,7.4550794161,0
2,9.9974432317,0
3,21.9439671944,0
4,19.7880770267,0
5,16.1846272945,1
1,7.4258606119,0
2,23.3276946545,1
1,16.1227312088,1
1,15.8501408100,1
1,15.7658314705,1
1,15.0433387756,1
1,15.4795690454,0
1,15.1181125001,0
1,3.7342177186,0
2,27.5742995739,1
1,15.6976604462,1
1,15.8896043301,1
1,15.5288665295,1
1,13.1164206069,0
2,2.0764308968,0
3,25.6364793777,1
1,15.5240392685,1
1,15.8637127876,1
1,15.5616288185,1
1,12.7461426279,0
2,17.3452684879,1
1,16.2961099148,1
1,12.9949003790,0
2,17.5275185108,1
1,15.2616147995,1
1,8.6123873238,0
2,22.8080341816,1
1,15.1339409351,1
1,5.1862992482,0
2,24.9553012848,1
1,15.0357491970,1
1,0.9674862979,0
2,18.9368481379,0
3,28.2507657683,0
4,7.7174463272,1
1,15.5701611042,1
1,15.0813317087,0
1,10.8517510054,0
2,19.9382450581,1
1,15.4569554329,1
1,12.4744719465,0
2,14.0152054443,0
3,17.3126090773,0
4,9.1416656459,0
5,22.7124309540,1
1,15.5617475510,1
1,1.8780898109,0
2,4.7552936751,0
3,23.8501338959,1
1,15.5073473454,1
1,12.7277374752,0
2,9.5284883902,0
3,8.3141310371,0
4,18.5068223668,0
5,26.1494965553,1
1,1.2295431860,0
2,7.6260534217,0
3,19.6819395420,0
4,12.4802500529,0
5,10.2119705181,0
6,24.7377398014,1
1,14.8639159782,0
1,15.3846352100,1
1,11.5721011850,0
2,14.0445828438,1
1,16.8545672894,1
1,15.7223217487,1
1,15.4755077362,1
1,4.9670180299,0
2,1.0119867839,0
3,14.0776856347,0
4,34.1121401048,0
5,9.7748784744,0
6,12.1315791607,1
1,15.5728948116,1
1,15.3265266852,0
1,15.5943138599,1
1,15.3337168694,1
1,15.4348089695,1
1,15.4767301083,1
1,15.5309143066,1
1,18.8274099827,1
1,13.3259258248,0
2,1.8568805695,0
3,10.4343699849,0
4,13.2196184222,0
5,9.6052440444,0
6,17.1960670488,0
1,16.5159516335,1
1,17.1749893885,0
2,2.9927152778,0
3,25.4143381119,1
1,8.4020522357,0
2,21.9191386700,1
1,18.6040005684,1
1,18.7043795586,1
1,12.3720194901,0
2,5.8612434155,0
3,13.2636069233,0
4,18.9474886978,0
5,25.0171778426,0
1,16.2681956291,1
1,15.0374391798,0
2,8.6906811042,0
3,6.0068954280,0
4,24.0123601156,0
5,11.3272782898,0
6,10.8777666092,1
1,18.3694067001,1
1,18.7500314713,1
1,1.4855257156,0
2,0.2642744564,0
3,42.7552236848,0
4,5.6584296227,1
1,11.4975324026,0
2,6.9970484456,0
3,20.5502451627,0
4,20.0345399380,1
1,18.0101637840,1
1,19.1890504360,1
1,18.7718632221,1
1,18.1891066017,0
2,15.9669606686,1
1,18.7036113739,1
1,18.9728164673,1
1,9.3190215573,0
2,1.3675550713,0
3,18.8460894304,0
4,1.9467973584,0
5,4.7014588297,0
6,20.3446012112,0
1,18.8910140991,1
1,18.7373743057,1
1,12.8400346137,0
2,12.9278705120,1
1,18.0124569174,0
2,0.5002522872,0
3,8.9269338337,0
4,3.3232863152,0
5,6.1631646628,0
6,8.0614342927,0
1,16.0991855940,0
2,2.9072060743,0
3,9.2322400230,0
4,36.6780495644,1
1,18.6797676086,1
1,19.4815828800,1
1,18.7647807598,1
1,18.9556610584,1
1,4.6037007231,0
2,13.6036565021,0
3,22.2130594254,1
1,18.8108510971,1
1,18.7829625607,1
1,5.5067835755,0
2,20.3102381229,1
1,19.2845163345,1
1,18.8810083866,1
1,18.9935524464,1
1,12.4471663038,0
2,6.7860586591,0
3,21.6133189201,1
1,2.4045560154,0
2,1.5797734402,0
3,26.6500155740,0
4,23.4364040641,0
5,10.7361885607,0
6,11.0345098972,1
1,4.2418788591,0
2,8.5941858815,0
3,17.6913211103,0
4,4.4342257310,0
5,24.7220195305,0
6,16.0919823647,1
1,9.2900855958,0
2,22.4702681137,0
1,18.5873329639,1
1,19.2169454098,1
1,5.1332953535,0
1,16.3035394596,0
2,9.4415102005,1
1,15.9869721799,0
2,0.2462452976,0
3,24.2031140327,1
1,2.9971034253,0
2,15.9717364311,1
1,19.2295310497,1
1,18.8676066399,1
1,16.8232270318,0
2,2.4844543728,0
3,7.3814864255,0
4,16.0624865886,0
5,18.4142477574,0
6,14.3113701203,0
1,6.2868547872,0
2,7.7002294430,0
3,26.6248862743,1
1,16.7753517397,0
2,1.4735938943,0
3,32.8319113255,1
1,18.9285957813,1
1,18.6955668926,1
1,19.3554782867,1
1,20.3344767094,1
1,18.6329662800,1
1,18.5656077862,1
1,14.4594268532,0
2,7.6018484194,0
3,23.8009722233,1
1,7.6054510590,0
2,9.2902607460,0
3,16.4395710446,0
4,16.8991597100,0
5,20.1543667316,1
1,19.1901097298,1
1,18.9190979004,1
1,18.4656608105,1
1,20.0474681854,1
1,13.3598983766,0
2,16.7736382484,1
1,19.1648905277,1
1,18.8936412334,1
1,18.3023953446,0
1,9.7068978403,0
2,16.0177845955,1
1,10.0536412169,0
2,13.6284013231,0
3,21.9766244888,1
1,15.9763576984,1
1,17.0953070641,0
2,0.7093279833,0
3,10.2716994077,0
4,4.0152397305,0
5,8.6929540486,0
6,25.8331211695,0
1,17.5051289023,0
2,5.0724226828,0
3,18.2363719940,1
1,18.5168151855,1
1,18.9025483131,1
1,15.6567267070,0
2,10.1749877930,1
1,14.1906753273,0
2,26.0355874582,0
1,13.9495364635,0
2,1.3348865863,0
3,30.1100635529,1
1,14.2234698610,0
2,12.2132213116,1
1,3.7643130053,0
2,2.3594739047,0
3,17.5438025960,0
4,19.7586146175,0
5,16.8143449324,0
6,4.3599811582,0
1,10.7086067042,0
2,15.1081838608,1
1,18.3072066316,0
1,18.8197081089,1
1,20.4819824696,1
1,18.9854357243,1
1,11.3378437983,0
2,1.3657766648,0
3,27.8064794540,1
1,15.4515261829,0
2,0.6738364084,0
3,25.7178947926,1
1,19.1268789768,1
1,16.2377705517,0
2,13.9720430374,1
1,18.9996557236,1
1,19.3562722206,1
1,19.5469036102,1
1,18.9446732998,1
1,14.9706770692,0
2,9.9681554204,0
3,20.6522011757,1
1,19.1995997429,1
1,13.9610273656,0
2,1.7685212193,0
3,15.4105887379,0
4,29.7914943695,1
1,18.9702964973,0
2,6.9760386944,1
1,10.4493519680,0
2,14.7457551956,1
1,9.2939822637,0
2,16.5669622421,1
1,12.4067521130,0
2,13.6703073978,1
1,19.7882781029,1
1,13.3926239546,0
2,3.8338776185,0
3,11.9988435735,0
4,7.2178244670,0
5,21.9298270686,0
6,17.5196142197,1
1,11.0603659221,0
2,14.6278202534,1
1,16.8501276616,0
2,8.9193441868,1
1,19.9197403069,0
2,6.0904254913,1
1,16.7958835143,0
2,8.8878593445,1
1,14.7389190084,0
2,10.8519279957,1
1,19.1200547218,1
1,16.1257139710,0
2,9.4378123283,1
1,10.2380414289,0
2,0.8858821428,0
3,24.4959383011,1
1,18.5990059376,1
1,18.8866460323,1
1,8.8879712331,0
2,5.2743667751,0
3,8.9598057762,0
4,4.3139808264,0
5,14.9106606343,0
6,36.3549296413,0
1,11.0317519895,0
2,1.4248589052,0
3,30.2020242679,0
4,13.1347804070,1
1,5.5239389613,0
2,11.2911821227,0
3,28.7744894028,1
1,10.3742454012,0
2,14.4826693870,0
3,16.9498397743,0
4,10.7549554773,0
5,22.7844836712,1
1,19.7257246971,1
1,12.5751818306,0
2,19.8256752491,1
1,19.3954417706,1
1,18.9895169735,1
1,18.7206501961,1
1,18.7119941711,1
1,19.1207463741,1
1,17.1370121893,0
2,6.8262798522,0
3,4.8497364195,0
4,5.5320963625,0
5,23.2180841745,0
6,16.9849448651,0
1,2.9378502247,0
2,6.2867827392,0
3,26.8213086030,0
4,2.9822396048,0
5,25.1039195726,0
6,11.7596433163,1
1,18.7308197021,1
1,17.7255307112,0
2,8.0638210773,1
1,3.4723435852,0
2,8.4733161607,0
3,6.5408265103,0
4,12.7082393629,0
5,27.9950964847,0
6,9.9795543562,0
1,18.9298796654,1
1,14.3440210866,0
2,11.4488389492,1
1,18.7793619633,1
1,18.8619132042,1
1,18.6731014252,1
1,17.5782944564,0
2,8.1212911606,1
1,12.8287872881,0
2,3.2339438505,0
3,13.9955051710,0
4,23.7395379769,0
5,6.6829324854,0
6,9.4981913423,0
1,11.4140246746,0
2,7.9880840564,0
3,21.1054308414,1
1,19.0749506950,1
1,18.8360095024,1
1,16.3072167895,0
2,9.4442088604,1
1,6.5064740585,0
2,19.1874318123,1
1,19.1820575408,0
2,7.3677148819,1
1,16.9740036054,0
2,1.2473663774,0
3,21.9384677674,0
1,12.3283691420,0
2,1.7448740378,0
3,8.6464746659,0
4,10.9956280992,0
5,13.7023807304,0
6,11.0360032943,0
1,19.2006132603,1
1,2.9467113283,0
2,10.1037113216,0
3,22.6694233418,1
1,18.9607193470,1
1,20.3663527966,1
1,20.3139817715,1
1,18.6736757755,1
1,17.9124230892,0
2,7.7935488224,1
1,14.9139502544,0
2,7.7386959520,0
3,17.9411745071,1
1,20.4170622826,1
